country,year,population,population_growth_rate,fertility_rate,median_age,urban_population,population_density,continent,income_group
Brunei,2016,3405744949848902893305856,0.94,2.67,35.9,52.0,1.3102773466279862e+18,Asia,High income
Burkina Faso,2016,1227081063664260508286976,0.76,2.57,35.4,50.6,1.7424922131923745e+18,Africa,Low income
Burundi,2016,7524448359914740660568064,0.54,2.87,38.0,50.8,1.1229533939152952e+18,Africa,Low income
Cambodia,2016,5286256811070498657009664,0.79,3.31,37.2,50.6,1.599593688474083e+18,Asia,Lower middle income
Cameroon,2016,3826717371628055450091520,0.66,2.78,38.5,55.0,4.749354887718829e+17,Africa,Lower middle income
Cape Verde,2016,535380072903615474302976,0.6,2.98,37.1,50.5,1.075052276186726e+17,Africa,Lower middle income
Central African Republic,2016,3423437079648909087735808,0.61,3.21,36.4,53.3,2.547589335620597e+18,Africa,Low income
Chad,2016,3529056787422778465714176,0.53,3.35,37.0,54.2,3.86752190422504e+17,Africa,Low income
Comoros,2016,6474851065614549655748608,0.72,2.9,38.7,56.5,8.547374788391267e+17,Africa,Lower middle income
Congo,2016,5745369488998705957699584,0.54,2.55,37.4,52.3,1.840818580487935e+18,Africa,Lower middle income
Costa Rica,2016,9562650877137630546362368,0.9,2.65,38.5,48.9,1.0045135869762288e+19,North America,Upper middle income
Cuba,2016,5533281952924575880708096,0.7,3.46,36.6,57.9,2.3083651388683786e+18,North America,Upper middle income
Cyprus,2016,1282724505045786236551168,1.0,2.9,34.8,49.2,1.4931483860461718e+17,Asia,High income
Djibouti,2016,7240621977794543110586368,0.72,3.32,38.0,53.4,8.438216036025647e+17,Africa,Lower middle income
Dominican Republic,2016,7648271151026207622955008,0.81,2.55,35.4,57.1,2.442077242496658e+18,North America,Upper middle income
Ecuador,2016,5339955972258838240821248,0.8,3.11,35.1,56.3,8.65105442383362e+17,South America,Upper middle income
El Salvador,2016,9094624619988075086348288,0.72,2.93,36.3,48.6,2.2804836824128782e+19,North America,Upper middle income
Equatorial Guinea,2016,4318266328377396176093184,0.96,3.4,36.8,50.4,2.9537362114811884e+18,Africa,Upper middle income
Eritrea,2016,4814141987521344602898432,0.95,3.04,38.0,53.7,7.898686829555688e+17,Africa,Low income
Estonia,2016,4559909341342581122924544,0.42,2.97,38.3,53.5,1.0473115070051663e+18,Europe,High income
Fiji,2016,266738645787039693275136,0.63,3.04,35.3,58.3,7.79333076547862e+17,Oceania,Upper middle income
Gabon,2016,1095642650953987278241792,0.53,2.58,37.4,58.5,1.461577925606763e+17,Africa,Upper middle income
Gambia,2016,293518220881274238664704,0.7,2.57,36.9,49.6,3.693780657226922e+16,Africa,Low income
Georgia,2016,5394742773004901657083904,0.41,3.38,38.6,49.5,1.9336774104248236e+18,Asia,Upper middle income
Guatemala,2016,3541621726676914970558464,0.72,3.47,36.4,48.6,1.7847619094176836e+19,North America,Upper middle income
Guinea,2016,5322579891840166465110016,0.85,3.31,38.4,50.9,7.20794795583096e+17,Africa,Low income
Guinea-Bissau,2016,10580923472913299025166336,0.9,2.93,37.3,54.1,1.7707882462266534e+18,Africa,Low income
Guyana,2016,2323088985079819819548672,0.81,3.23,35.6,53.0,5.502819935826863e+17,South America,Upper middle income
Haiti,2016,4635637244468520602828800,0.8,3.0,37.4,51.2,1.9944688706429517e+18,North America,Lower middle income
Honduras,2016,6909651993546971242561536,0.42,3.21,38.7,51.7,7.43100875603401e+17,North America,Lower middle income
Iceland,2016,2439115309234977729675264,0.53,2.53,37.7,55.6,1.0635812913984218e+18,Europe,High income
Jamaica,2016,735863079995014121521152,0.94,2.68,38.1,50.3,1.527387321718625e+17,North America,Upper middle income
Kazakhstan,2016,2953112131674564594761728,0.68,2.81,35.8,55.9,1.0709407971383808e+18,Asia,Upper middle income
Kuwait,2016,1722680759719893521137664,0.91,3.36,35.5,55.1,2.8600808451457734e+17,Asia,High income
Kyrgyzstan,2016,8650743438675549884514304,0.63,2.81,36.9,56.6,9.858221980545435e+17,Asia,Lower middle income
Laos,2016,9025027961833841672323072,0.69,3.48,37.1,53.4,1.0533560851104813e+18,Asia,Lower middle income
Latvia,2016,5661993949227120708288512,0.49,3.3,38.3,49.3,7.409922948491356e+17,Europe,High income
Lebanon,2016,8602182912002927817129984,0.82,2.65,38.7,57.4,2.1185976409532815e+18,Asia,Upper middle income
Lesotho,2016,9630118026661077423489024,0.94,2.98,38.6,58.4,4.4318988095337144e+18,Africa,Lower middle income
Liberia,2016,1591083425467444790034432,0.6,3.01,35.2,50.0,1.6374191922577312e+17,Africa,Low income
Libya,2016,10027239386214293122842624,0.92,3.49,36.3,55.5,5.446520225227045e+18,Africa,Upper middle income
Lithuania,2016,5613606566475362555920384,0.53,2.68,35.2,54.4,5.909954035645128e+17,Europe,High income
Luxembourg,2016,7032046235846507700944896,0.7,3.21,36.8,57.7,4.2265221839027927e+18,Europe,High income
Madagascar,2016,7492354652464716999294976,0.63,3.08,35.8,50.3,9.308922485746469e+17,Africa,Low income
Malawi,2016,2849523823952794906263552,0.67,3.47,37.3,53.6,7.908441475403231e+17,Africa,Low income
Maldives,2016,1134806406245763659071488,0.84,3.34,37.4,56.5,1.2821375669806574e+18,Asia,Upper middle income
Mali,2016,1901172885687626889166848,0.84,2.78,38.3,54.0,3.972586219600626e+17,Africa,Low income
Malta,2016,4872122976549026484191232,0.84,3.22,37.6,53.8,5.258729586304458e+17,Europe,High income
Mauritania,2016,9790890128887093288501248,0.6,3.32,38.4,54.8,1.7621442854222638e+18,Africa,Lower middle income
Mauritius,2016,9412009118501147378712576,0.5,2.61,38.1,54.3,7.67767962686024e+18,Africa,Upper middle income
Moldova,2016,73272715449857327759360,0.58,3.4,36.8,54.4,3.1131277573982924e+16,Europe,Upper middle income
Mongolia,2016,5888576924846003373211648,0.96,3.31,36.8,57.0,3.1315542265259387e+18,Asia,Lower middle income
Montenegro,2016,3624090098722825981394944,0.66,2.7,35.8,54.5,8.971347820341051e+17,Europe,Upper middle income
Mozambique,2016,2635714833994954412392448,0.54,3.52,36.2,53.8,1.9904373920961352e+18,Africa,Low income
Namibia,2016,1266020982985128721514496,0.98,3.27,35.8,53.0,2.975437001628334e+17,Africa,Upper middle income
Nepal,2016,2913347354007397113790464,0.93,2.9,36.8,51.5,1.9106374314929697e+18,Asia,Lower middle income
Nicaragua,2016,11338384779137156152033280,0.42,2.92,37.7,51.7,2.5417599992121687e+18,North America,Lower middle income
Niger,2016,3383943411226460867788800,1.0,3.28,38.7,55.5,1.2573826488151473e+18,Africa,Low income
North Korea,2016,4840381203840005237112832,0.89,2.95,36.3,58.1,3.630691681479668e+19,Asia,Lower middle income
Oman,2016,7235252295349977909035008,0.87,3.26,36.3,54.0,1.2745442229160429e+20,Asia,High income
Panama,2016,3760159326924083791134720,0.75,3.39,35.6,56.9,5.2363000387457114e+17,North America,High income
Papua New Guinea,2016,10599956055921011940392960,0.64,2.89,37.6,58.5,2.6146054034678856e+18,Oceania,Lower middle income
Paraguay,2016,11652196966979568893165568,0.75,3.39,35.7,56.2,1.3955395154546524e+18,South America,Upper middle income
Qatar,2016,2945792579307558431358976,0.87,2.82,36.9,51.6,8.587525150506888e+17,Asia,High income
Rwanda,2016,4666060508671405836992512,0.57,3.21,37.4,50.6,6.747253881782296e+17,Africa,Low income
Senegal,2016,2813361813666798596259840,0.52,3.27,36.3,54.3,1.405247918831765e+18,Africa,Lower middle income
Serbia,2016,3044242412310820567384064,0.52,2.69,36.3,56.5,1.7236436313811538e+18,Europe,Upper middle income
Sierra Leone,2016,324705010815077005131776,0.42,2.94,35.9,51.5,3.3067577575368864e+16,Africa,Low income
Slovakia,2016,5470575124797530723844096,0.68,3.51,34.9,55.6,1.473969118569392e+18,Europe,High income
Slovenia,2016,6057422749629139170361344,0.95,2.91,35.7,52.9,6.275107847363776e+17,Europe,High income
Somalia,2016,483281907076716707184640,0.99,3.34,35.9,56.5,9.686082907787514e+17,Africa,Low income
Sudan,2016,2898411141373914247069696,0.61,2.95,36.7,53.6,4.415303536516339e+17,Africa,Lower middle income
Suriname,2016,10034184151897839891382272,0.99,3.28,37.6,52.5,8.511026674144644e+18,South America,Upper middle income
Syria,2016,2035125999498709316927488,0.69,3.19,37.4,58.1,5.320705883484208e+17,Asia,Lower middle income
Tajikistan,2016,1560253814741507648782336,0.93,2.92,36.7,57.8,2.8353459495125978e+17,Asia,Lower middle income
Togo,2016,5644578549092992535232512,0.96,3.09,35.2,56.8,6.902147073515918e+17,Africa,Low income
Trinidad and Tobago,2016,8557392480209433620643840,0.73,3.01,38.2,51.3,2.00719876719244e+18,North America,High income
Tunisia,2016,2578267062520620288835584,0.71,3.48,38.6,49.4,8.654307293388603e+17,Africa,Lower middle income
Turkmenistan,2016,5582188402088907133419520,0.65,3.18,36.7,49.3,2.847522967469128e+18,Asia,Upper middle income
Uganda,2016,6775288225789528279875584,0.71,3.2,36.1,49.9,8.483768236800842e+17,Africa,Low income
United Arab Emirates,2016,2810856156437263513812992,0.57,2.94,35.1,50.9,3.664627621041835e+17,Asia,High income
Uruguay,2016,7014734765538280036368384,0.76,3.47,37.7,53.1,1.9116655362221353e+18,South America,High income
Zambia,2016,3297550729743878592659456,0.85,2.63,35.0,49.6,1.357122335689474e+18,Africa,Lower middle income
Afghanistan,2017,8103974194082088245788672,0.87,3.43,38.0,50.7,2.917439008369493e+18,Asia,Low income
Albania,2017,16682357117424076960301056,0.42,3.01,38.7,56.0,2.0835493227078705e+18,Europe,Upper middle income
Algeria,2017,15054458806950097657528320,0.64,3.38,38.0,53.8,4.525626196589596e+18,Africa,Lower middle income
Argentina,2017,10336965621155006754324480,0.84,2.61,37.2,55.6,1.3891834775890342e+18,South America,Upper middle income
Australia,2017,2689199356542996854079488,0.36,3.15,36.9,51.0,2.7384107631776755e+17,Oceania,High income
Austria,2017,3623358045362752550076416,0.7,3.14,35.7,58.8,3.6365680886315014e+17,Europe,High income
Bangladesh,2017,35377499339933814618062848,0.75,3.14,37.8,53.6,6.542638961204388e+18,Asia,Lower middle income
Belgium,2017,16198165718461085007216640,0.62,2.88,36.3,57.1,3.953365561493145e+18,Europe,High income
Brazil,2017,193021009234550833245323264,0.44,2.91,38.1,53.6,3.4604874323544183e+19,South America,Upper middle income
Bulgaria,2017,15798985998120012872679424,0.58,2.79,35.4,55.0,2.234689878535594e+18,Europe,Upper middle income
Canada,2017,446894534624187059798016,0.52,2.7,35.7,49.7,1.04674990317706e+17,North America,High income
Chile,2017,17225295989636970179461120,0.76,3.4,35.4,58.1,2.6188198693871375e+18,South America,High income
China,2017,351526434114767844259397632,0.44,3.35,38.9,58.3,4.475073201757882e+19,Asia,Upper middle income
Colombia,2017,3667627258621336412487680,0.48,3.35,36.0,52.7,7.252310298681672e+18,South America,Upper middle income
Croatia,2017,3941340378852776711553024,0.69,3.4,38.7,54.3,6.467826087901222e+17,Europe,High income
Czech Republic,2017,3631547371803085505560576,0.43,3.31,37.3,53.5,5.297000693443306e+18,Europe,High income
Denmark,2017,6691804363290786274476032,0.59,2.69,38.6,51.0,1.299207002636315e+18,Europe,High income
Egypt,2017,12183901089610176938377216,0.86,3.26,38.7,50.6,1.2955195293399383e+18,Africa,Lower middle income
Ethiopia,2017,7205683480474066794577920,0.5,2.52,38.9,53.4,2.285067536953258e+18,Africa,Lower middle income
Finland,2017,5192729357278780663529472,0.44,3.05,35.3,55.1,6.703133686149446e+17,Europe,High income
France,2017,27826282524823014690783232,0.85,2.71,35.4,56.4,3.360063264785438e+18,Europe,High income
Germany,2017,9250519796159309896744960,0.84,2.9,35.9,53.9,4.2820720776798433e+18,Europe,High income
Ghana,2017,5923864604145704522219520,0.44,2.63,38.6,50.4,2.6404348944369787e+18,Africa,Lower middle income
Greece,2017,9254392466742329024184320,0.7,3.03,38.5,54.4,4.1712800144706734e+18,Europe,High income
Hungary,2017,9051129944464856251891712,0.8,3.31,36.2,51.8,2.7622240457383736e+18,Europe,High income
India,2017,308720205196452264199323648,0.52,3.33,39.0,56.0,3.181689755041432e+19,Asia,Lower middle income
Indonesia,2017,63626653725136993845772288,0.84,3.12,36.2,52.4,1.3020191098199587e+19,Asia,Lower middle income
Iran,2017,26077981293422249617915904,0.87,3.07,38.0,51.8,3.5188329892377467e+18,Asia,Upper middle income
Iraq,2017,12693042931003556645306368,0.48,3.39,37.2,57.1,2.414685912582863e+18,Asia,Upper middle income
Ireland,2017,1153664304357097309470720,0.43,2.99,35.2,51.2,4.104129715219669e+17,Europe,High income
Israel,2017,12311353155962497516175360,0.84,2.91,37.3,58.4,1.627287332927464e+18,Asia,High income
Italy,2017,8593145024101827318120448,0.46,2.48,35.4,52.6,1.1805623893165202e+18,Europe,High income
Japan,2017,26554389169939308236242944,0.59,2.83,37.5,58.1,2.7007330165471826e+18,Asia,High income
Jordan,2017,20321172372842459407843328,0.65,3.12,37.8,54.4,2.7573476341163085e+18,Asia,Upper middle income
Kenya,2017,19716062966199501604257792,0.95,2.49,36.9,53.2,2.5594409706629473e+18,Africa,Lower middle income
Malaysia,2017,14543235129389498970931200,0.61,3.14,37.5,54.7,3.343183008453754e+18,Asia,Upper middle income
Mexico,2017,17050036317139737832849408,0.74,3.31,38.0,50.6,2.7518874030897495e+18,North America,Upper middle income
Morocco,2017,1659300719575118777417728,0.58,2.85,38.5,51.0,2.578246784527181e+17,Africa,Lower middle income
Myanmar,2017,12318992605260188525527040,0.92,2.97,37.9,55.7,4.0561941439092316e+18,Asia,Lower middle income
Netherlands,2017,10684322637480178766315520,0.73,2.95,37.2,58.1,1.8043709037988735e+19,Europe,High income
New Zealand,2017,2395266214990856761376768,0.85,2.48,37.7,53.2,1.1703464098227264e+18,Oceania,High income
Nigeria,2017,200342832074081257155198976,0.85,2.91,35.7,52.3,2.0414916992654995e+19,Africa,Lower middle income
Norway,2017,606501977296615692566528,0.45,3.43,38.6,56.3,4.0147572911833146e+17,Europe,High income
Pakistan,2017,321802035289588847649751040,0.46,3.07,36.7,49.7,1.1044705184533252e+20,Asia,Lower middle income
Peru,2017,6180521918336457657810944,0.83,3.08,35.4,58.0,1.156179202331966e+18,South America,Upper middle income
Philippines,2017,28471671272393191263830016,0.91,2.45,37.3,57.1,4.463756448565847e+19,Asia,Lower middle income
Poland,2017,6021321102306453087059968,0.94,2.65,37.2,56.7,1.5422090625882883e+18,Europe,High income
Portugal,2017,10256569184270993546280960,0.39,2.63,38.6,57.4,3.366031485272346e+18,Europe,High income
Romania,2017,10663263239442000865394688,0.61,2.79,37.7,49.3,1.211486601099551e+18,Europe,Upper middle income
Russia,2017,59922447180640821830483968,0.87,2.89,38.2,57.5,1.9884094344971792e+19,Europe,Upper middle income
Saudi Arabia,2017,21078607376061396768784384,0.71,2.92,37.0,52.3,6.79386380811617e+18,Asia,High income
Singapore,2017,16212193504394533452906496,0.37,3.37,37.7,53.6,2.619101816888705e+19,Asia,High income
South Africa,2017,20336463212311896360222720,0.36,3.12,35.4,55.8,5.009632862545057e+18,Africa,Upper middle income
South Korea,2017,19637623505343703431512064,0.43,2.56,36.1,53.3,7.758666627800864e+18,Asia,High income
Spain,2017,10275531972260699045888000,0.55,3.15,37.4,58.8,2.356891941827981e+18,Europe,High income
Sri Lanka,2017,17607110548053497235898368,0.77,2.85,37.6,58.7,3.5267876965824855e+18,Asia,Lower middle income
Sweden,2017,1821381647205443961880576,0.82,3.2,37.2,49.8,1.857057741029978e+17,Europe,High income
Switzerland,2017,3821704543087698162745344,0.54,3.42,38.6,52.5,1.239291310201603e+18,Europe,High income
Taiwan,2017,1027868207958762740252672,0.55,2.69,39.0,54.9,1.3479860976833528e+17,Asia,High income
Tanzania,2017,7299767058252925163798528,0.8,3.34,37.1,56.7,9.160961576914098e+17,Africa,Low income
Thailand,2017,22241560453234848130138112,0.78,3.33,35.5,50.5,1.4038698877170395e+19,Asia,Upper middle income
Turkey,2017,12145266013256261629378560,0.4,2.56,39.1,51.9,2.5403175764485007e+18,Asia,Upper middle income
Ukraine,2017,19445215170100884756496384,0.42,2.76,35.7,49.8,2.0239466369898634e+18,Europe,Lower middle income
United Kingdom,2017,20065351562804115177209856,0.88,3.31,35.7,57.0,2.7566142691122606e+18,Europe,High income
United States,2017,112082314863175404164743168,0.48,2.85,36.3,51.8,1.7179566053881795e+19,North America,High income
Uzbekistan,2017,9655968740567239480049664,0.63,3.09,35.6,51.8,9.981677657097522e+17,Asia,Lower middle income
Venezuela,2017,3280044484545506774614016,0.76,3.3,35.2,49.3,2.1291905856731727e+18,South America,Upper middle income
Vietnam,2017,33621697540233602782986240,0.69,2.55,35.4,57.5,7.237912312896461e+18,Asia,Lower middle income
Yemen,2017,1890817307251343743778816,0.49,3.09,38.3,57.9,6.171308733096594e+17,Asia,Lower middle income
Zimbabwe,2017,17770719604881425193500672,0.49,3.11,37.2,55.2,8.615452694864975e+19,Africa,Lower middle income
Angola,2017,15117059549507836398534656,0.54,3.3,38.2,53.5,2.397377417800192e+18,Africa,Lower middle income
Azerbaijan,2017,3371602230707032409767936,0.73,2.54,38.0,54.9,1.1217615149372204e+18,Asia,Upper middle income
Belarus,2017,116818800749312756154368,0.4,2.76,39.0,54.1,2.4630065824611664e+16,Europe,Upper middle income
Belize,2017,17647146976857361318150144,0.64,2.8,35.7,55.5,2.356259451740591e+18,North America,Upper middle income
Benin,2017,17309470010512167711801344,0.35,2.51,38.7,55.5,1.80699532935893e+18,Africa,Lower middle income
Bhutan,2017,14513029870902895045509120,0.6,2.78,35.7,53.0,9.841293637330992e+19,Asia,Lower middle income
Bolivia,2017,15869808213005220249075712,0.86,2.76,35.5,58.9,1.2296008781388024e+19,South America,Lower middle income
Botswana,2017,1545419064876323418669056,0.84,2.69,38.5,54.8,4.654841841813058e+17,Africa,Upper middle income
Brunei,2017,8574872095711657742827520,0.72,3.06,37.1,51.9,2.8120792373247406e+18,Asia,High income
Burkina Faso,2017,2003380670429617696276480,0.5,2.72,35.3,50.3,7.410981344250331e+17,Africa,Low income
Burundi,2017,19058679856027449853739008,0.46,2.96,37.1,57.5,3.128461830994655e+18,Africa,Low income
Cambodia,2017,15225659135083385100173312,0.73,2.47,36.6,56.2,3.204225586326326e+18,Asia,Lower middle income
Cameroon,2017,6561208802929829922996224,0.75,2.73,38.7,53.3,1.0393916933758685e+18,Africa,Lower middle income
Cape Verde,2017,1607012821432823321722880,0.82,2.97,38.5,54.8,3.638168662468911e+17,Africa,Lower middle income
Central African Republic,2017,7464904044727580005236736,0.37,2.85,36.5,56.3,5.884847950184572e+19,Africa,Low income
Chad,2017,7138029925160633910689792,0.56,2.54,39.0,51.3,2.0441385469504622e+18,Africa,Low income
Comoros,2017,13216824545742126988656640,0.75,3.22,38.5,52.3,2.5194054440070077e+18,Africa,Lower middle income
Congo,2017,13998511376527339491950592,0.73,3.16,38.2,50.2,8.312941840902934e+18,Africa,Lower middle income
Costa Rica,2017,20066557727501046094233600,0.64,2.87,36.9,52.9,3.3947339488995707e+18,North America,Upper middle income
Cuba,2017,8987622933171909970362368,0.73,2.64,38.1,57.0,1.5534390360579884e+18,North America,Upper middle income
Cyprus,2017,2328042862397743603646464,0.36,2.56,35.4,49.3,3.223330923924411e+17,Asia,High income
Djibouti,2017,17709139481042594291515392,0.36,2.55,38.5,56.1,4.375112469401846e+18,Africa,Lower middle income
Dominican Republic,2017,19182101972617700503977984,0.69,3.11,37.7,51.4,3.929344702454451e+18,North America,Upper middle income
Ecuador,2017,10209905239548692264910848,0.66,2.47,36.6,52.9,3.500121419314383e+18,South America,Upper middle income
El Salvador,2017,13231800251138284147703808,0.81,2.86,38.4,57.6,6.192458855144862e+18,North America,Upper middle income
Equatorial Guinea,2017,9794317796420102473646080,0.78,2.94,38.5,54.9,1.555596829278412e+18,Africa,Upper middle income
Eritrea,2017,12092503495654597864718336,0.42,3.02,35.4,51.8,5.686563813093263e+18,Africa,Low income
Estonia,2017,9018429423419279693316096,0.86,2.57,38.2,50.6,4.752726708241596e+18,Europe,High income
Fiji,2017,632624027095418340900864,0.36,2.64,36.0,52.0,1.7404866640348083e+17,Oceania,Upper middle income
Gabon,2017,1877979399934512407248896,0.63,2.84,37.6,57.9,6.306378057453556e+17,Africa,Upper middle income
Gambia,2017,666918086832538079199232,0.57,2.48,38.4,55.5,2.9353102384402657e+19,Africa,Low income
Georgia,2017,11738510402050751796871168,0.54,3.25,38.1,53.2,7.456503028378194e+18,Asia,Upper middle income
Guatemala,2017,6146656436406786828795904,0.84,2.89,35.6,49.6,1.84361748441379e+18,North America,Upper middle income
Guinea,2017,8990014560649325764935680,0.8,2.72,38.6,55.4,2.2833267916524652e+18,Africa,Low income
Guinea-Bissau,2017,19481356122323189657239552,0.53,2.58,39.0,54.8,2.622907940344102e+20,Africa,Low income
Guyana,2017,4723257939796228663410688,0.45,2.7,35.3,51.7,6.914974248135377e+17,South America,Upper middle income
Haiti,2017,9630936305165425549770752,0.56,2.96,35.3,50.1,1.7448329863939717e+18,North America,Lower middle income
Honduras,2017,17870824752260858769309696,0.4,2.86,39.0,56.6,9.040121392068666e+18,North America,Lower middle income
Iceland,2017,4290010845424456545861632,0.92,2.66,36.9,52.8,8.753519456180119e+17,Europe,High income
Jamaica,2017,1420182877369786540490752,0.75,2.67,37.5,52.8,5.6457059042983546e+17,North America,Upper middle income
Kazakhstan,2017,6453497408434518408298496,0.93,3.31,35.4,53.7,9.288140729277766e+17,Asia,Upper middle income
Kuwait,2017,3400930384426374287851520,0.79,3.42,36.5,56.9,3.6117899195181573e+18,Asia,High income
Kyrgyzstan,2017,22258202960636908476039168,0.82,2.96,38.4,55.9,4.0303044253506043e+18,Asia,Lower middle income
Laos,2017,19978559678431075745398784,0.43,3.43,35.7,54.0,8.630500124125122e+18,Asia,Lower middle income
Latvia,2017,11793738531646262141255680,0.73,2.47,38.9,52.0,4.326305471665058e+18,Europe,High income
Lebanon,2017,20810553716419642255212544,0.81,3.11,35.7,56.9,5.767408844541956e+18,Asia,Upper middle income
Lesotho,2017,20272014172638726148063232,0.75,3.28,38.0,55.1,2.8299137463355044e+18,Africa,Lower middle income
Liberia,2017,3992163495483278855503872,0.38,2.79,36.4,56.3,6.928246319144813e+17,Africa,Low income
Libya,2017,19162867975124415338774528,0.86,2.97,36.0,49.3,1.2008195135229819e+19,Africa,Upper middle income
Lithuania,2017,9070704208659816548139008,0.49,3.07,35.7,50.0,9.34298205173055e+17,Europe,High income
Luxembourg,2017,20392796583280795499626496,0.73,2.55,38.4,54.6,1.1195274482989214e+19,Europe,High income
Madagascar,2017,18958979731082692834361344,0.37,3.41,38.4,51.8,4.525140150833228e+18,Africa,Low income
Malawi,2017,6242155940167427024748544,0.87,2.79,35.3,51.3,2.8946027930278584e+18,Africa,Low income
Maldives,2017,2735126312745885956571136,0.9,2.74,35.1,54.4,3.430657042728053e+17,Asia,Upper middle income
Mali,2017,4244096455063535605514240,0.61,2.61,36.4,56.8,9.908278114218947e+17,Africa,Low income
Malta,2017,8566037021850831083798528,0.82,3.2,35.8,53.4,1.0091070775104243e+18,Europe,High income
Mauritania,2017,16462387997094768017408000,0.75,2.75,35.3,50.8,4.0973563875251103e+18,Africa,Lower middle income
Mauritius,2017,16583810548707179624398848,0.89,2.99,37.6,56.1,3.1191762213644595e+18,Africa,Upper middle income
Moldova,2017,170979557240449926168576,0.82,2.79,35.4,59.1,2.660512631791373e+16,Europe,Upper middle income
Mongolia,2017,11433852311115127712645120,0.8,3.05,37.0,59.0,1.5712647504982735e+18,Asia,Lower middle income
Montenegro,2017,9900089647958241715421184,0.61,3.34,38.0,56.7,1.1376464581628426e+19,Europe,Upper middle income
Mozambique,2017,4790650365464617336963072,0.55,3.11,37.4,50.3,9.038370446029027e+17,Africa,Low income
Namibia,2017,2415272505918852465426432,0.82,2.94,37.0,56.4,3.6123190755638483e+17,Africa,Upper middle income
Nepal,2017,8516125234202296788713472,0.56,3.13,35.8,57.2,1.0832325547894408e+18,Asia,Lower middle income
Nicaragua,2017,21249498309651807411896320,0.42,3.43,38.9,52.9,3.6804708143102264e+18,North America,Lower middle income
Niger,2017,7808226399179910145900544,0.65,3.04,37.5,55.7,1.3566716977349565e+18,Africa,Low income
North Korea,2017,10223086782767719879016448,0.67,3.31,38.6,56.9,2.468353737582554e+18,Asia,Lower middle income
Oman,2017,16251938983347349549481984,0.58,3.1,37.4,52.2,3.5881552723283523e+18,Asia,High income
Panama,2017,8570098967469180242100224,0.9,2.65,36.9,53.5,1.752338546094262e+18,North America,High income
Papua New Guinea,2017,24332910428222130057379840,0.66,3.27,37.8,50.3,3.4976795878327844e+18,Oceania,Lower middle income
Paraguay,2017,20982885723164829720510464,0.81,2.51,36.1,56.9,5.660663469857223e+18,South America,Upper middle income
Qatar,2017,6141750520183198637359104,0.66,2.44,37.9,54.3,1.9364671690192428e+18,Asia,High income
Rwanda,2017,8327665839133684083458048,0.47,2.6,37.4,56.9,3.54847491908516e+18,Africa,Low income
Senegal,2017,6708564121186304362807296,0.89,3.06,38.2,51.2,8.941053176543097e+18,Africa,Lower middle income
Serbia,2017,5522187143346024439873536,0.78,3.13,38.9,55.5,1.342476395363897e+18,Europe,Upper middle income
Sierra Leone,2017,867738172424509005496320,0.44,3.25,36.6,50.7,5.34899878848462e+17,Africa,Low income
Slovakia,2017,15312570974010473782968320,0.72,2.61,36.2,52.9,2.7346865211644305e+19,Europe,High income
Slovenia,2017,8737323271761586487820288,0.81,3.23,39.1,49.9,9.826099365972964e+17,Europe,High income
Somalia,2017,985721705830594247655424,0.55,2.57,39.0,59.0,1.1397693714046853e+17,Africa,Low income
Sudan,2017,4811196107948898660646912,0.85,3.07,35.6,51.8,6.98028254923964e+17,Africa,Lower middle income
Suriname,2017,21148002315258428307537920,0.86,2.98,37.2,56.0,2.7191442413057336e+18,South America,Upper middle income
Syria,2017,4279377400675772355575808,0.79,2.78,36.6,50.0,7.272139885073987e+17,Asia,Lower middle income
Tajikistan,2017,2508734444361311431163904,0.9,3.06,39.1,51.7,3.691309731611148e+17,Asia,Lower middle income
Togo,2017,12199252918135021950205952,0.53,2.54,37.6,52.9,4.466458562050651e+18,Africa,Low income
Trinidad and Tobago,2017,24856284669698804925071360,0.8,2.93,35.3,51.1,8.317351676431905e+18,North America,High income
Tunisia,2017,4941393374151928954486784,0.65,2.46,38.9,54.6,2.4924816913177272e+19,Africa,Lower middle income
Turkmenistan,2017,14995359104383631784673280,0.39,3.16,37.9,59.0,4.3832850541079224e+18,Asia,Upper middle income
Uganda,2017,13435856009615075954393088,0.41,2.51,38.3,56.4,1.3767407886285235e+18,Africa,Low income
United Arab Emirates,2017,4500740769324036863819776,0.83,2.53,38.7,49.7,5.712290843367046e+17,Asia,High income
Uruguay,2017,13761920967955989124874240,0.46,3.14,38.7,56.8,4.3944122835061053e+18,South America,High income
Zambia,2017,7091953108725654305636352,0.46,3.26,35.5,58.2,1.1796836743969298e+18,Africa,Lower middle income
Afghanistan,2018,16057390706344969367453696,0.8,3.03,36.6,53.3,9.274390399776436e+18,Asia,Low income
Albania,2018,38606352418126039667965952,0.37,3.01,36.1,58.4,5.5113152784215e+18,Europe,Upper middle income
Algeria,2018,35696005931866755390504960,0.35,3.16,38.9,50.2,3.5729017843450757e+18,Africa,Lower middle income
Argentina,2018,22671840128187127451090944,0.43,2.77,35.4,58.7,8.441875047409324e+18,South America,Upper middle income
Australia,2018,6511071361000385741324288,0.67,3.15,36.4,57.0,5.529613843417933e+18,Oceania,High income
Austria,2018,7039527199396135595671552,0.85,2.45,35.9,55.4,1.514014143016661e+19,Europe,High income
Bangladesh,2018,62705846517255228331393024,0.41,2.84,36.4,54.6,1.2030506295496937e+19,Asia,Lower middle income
Belgium,2018,39428201775678995726073856,0.87,2.86,36.8,52.4,6.212161698086234e+18,Europe,High income
